Professor,Course
"Stephens, Katie",NUSP 536 | Management of Health &amp; Illness II: Adult-Gerontology Acute Care
"Sterling, Aaron",PSCH 100 | Introduction to Psychology
"Sterling, Aaron",PSCH 210 | Theories of Personality
"Sternberg, Jeff",US 306 | Urban Policy Analysis Methods
"Stetson, Geoff",MHPE 494 | Applied Instruction in HPE
"Steuber, Evan",ENGL 161 | Academic Writing II: Writing for Inquiry and Research
"Stevens, Anjeli",CLER 618 | Peoria Pediatrics Clerkship
"Stevens, Erin",BVIS 553 | Introduction to Medical Sculpting and Anatomical Simulation
"Stevens, Erin",BVIS 597 | Project Research
"Stevens, Michael",CLER 618 | Peoria Pediatrics Clerkship
"Stevenson, Tracy",LAW 422 | Lawyering Skills III: Appellate Advocacy
"Steward, Patricia",PMPR 390 | Special Projects in Pharmacy Practice
"Stewart de Ramirez, Sarah",PELE 606 | International Health Elective
"Stewart, Helen",SOCW 411 | Critical Social Work in a Multicultural Society
"Stewart, Helen",SOCW 586 | Practice III: Mental Health
"Stewart, Lorelei",AH 206 | Museums and Exhibitions in Motion
"Stewart, Lorelei",AH 483 | Internship
"Stewart, Makaylee","CLJ 114 | Race, Class, Gender and the Law"
"Stewart, Makaylee","CLJ 321 | Youth, Crime, Law and Justice in Society"
"Stewart, Sidney",CLER 620 | Peoria Medicine Clerkship
"Stewart, Sidney",MDP 613 | Doctoring Clinical Skills 3
"Stewart, Tia",BIOS 355 | Immunology
"Stewart-Height, Abriana",ME 250 | Introduction to Engineering Design and Graphics
"Stewart-Height, Abriana",ME 293 | Special Problems
"Stewart-Height, Abriana",ME 392 | Undergraduate Research
"Stieff, Mike",CHEM 492 | Independent Study
"Stieff, Mike",CHEM 499 | Supervised Research
"Stieff, Mike",CHEM 592 | Introduction to Chemical Research Methods
"Stieff, Mike",CHEM 598 | Master&#39;s Thesis Research
"Stieff, Mike",CHEM 599 | Ph.D. Thesis Research
"Stieff, Mike",LRSC 590 | Research Apprenticeship
"Stieff, Mike",LRSC 599 | Thesis Research
"Stieff, Mike",PSCH 396 | Directed Research
"Stiehl, Emily",HPA 410 | Health Organizational Leadership
"Stiehl, Emily",HPA 495 | MHA Preceptorship
"Stiehl, Emily",HPA 505 | Strategic Planning and Marketing in Healthcare
"Stiehl, Emily",IPHS 596 | Independent Study in Public Health
"Stiehl, Emily",IPHS 599 | Research in Public Health Sciences - Ph.D.
"Stiehl, Emily",IPHS 699 | Research in Public Health Sciences - DrPH
"Stimson, Blake",AH 301 | Theories and Methods in Art History
"Stimson, Blake",AH 303 | Writing in Art History
"Stimson, Blake",AH 399 | Collaborative Research
"Stimson, Blake",AH 460 | POSTCOLONIAL THEORY
"Stimson, Blake",AH 483 | Internship
"Stimson, Blake",AH 490 | Honors Thesis
"Stimson, Blake",AH 492 | Readings in Art and Architecture History
"Stimson, Blake",AH 510 | WHAT WAS ART?
"Stimson, Blake",AH 530 | Seminar in The History of Photography
"Stimson, Blake",AH 590 | MA Paper Research
"Stimson, Blake",AH 592 | Preliminary Examination Research
"Stimson, Blake",AH 596 | Readings in Art and Architecture
"Stimson, Blake",AH 598 | Master&#39;s Thesis Research
"Stimson, Blake",AH 599 | Ph.D. Dissertation Research
"Stirgus, Pachen",RES 494 | Property Management
"Stocco, Carlos",PHYB 399 | Laboratory Research
"Stocco, Carlos",PHYB 552 | Human Physiology II
"Stocco, Carlos",PHYB 596 | Independent Study
"Stocco, Carlos",PHYB 599 | Ph.D. Thesis Research
"Stockman, Matt","ELSI 014 | Reading/Writing 4, Intensive English for High Intermediate Non-Native Speakers"
"Stockman, Matt","ELSI 022 | Listening/Speaking 2, Intensive English for Low Intermediate Non-Native Speakers"
"Stockman, Matt","ELSI 024 | Listening/Speaking 4, Intensive English for High Intermediate Non-Native Speakers"
"Stockman, Matt",ELSI 043 | English for Academic Purposes II
"Stockman, Matt",ELSI 045 | Reading for Academic Purposes
"Stockman, Matt","ELSI 048 | Live, Learn, Grow: Bridge"
"Stockman, Matt","ELSI 049 | Live, Learn, Grow: Learning Track"
"Stockman, Matt",ELSI 084 | Delivering Effective Presentations in Your Profession
"Stoeger, Tyler",ECON 121 | Principles of Macroeconomics
"Stoeger, Tyler",ECON 300 | Econometrics
"Stoffel, Ashley",OT 496 | Independent Study
"Stoffel, Ashley",OT 530 | Advanced Field Experience: Clinical Specialization in Occupational Therapy
"Stoffel, Ashley",OT 531 | Advanced Field Experience in Occupational Therapy Leadership
"Stoffel, Ashley",OT 532 | Advanced Field Experience: Occupational Therapy Education
"Stoffel, Ashley",OT 533 | Advanced Field Experience: Occupational Therapy Scholarship
"Stoffel, Ashley",OT 592 | Doctoral Project Research
"Stoffel, Ashley",OT 596 | Independent Study
"Stoffel, Ashley",OT 603 | Occupational Development Across the Lifespan
"Stoffel, Ashley",OT 612 | Occupational Performance and Participation: Outcomes and Interventions 1
"Stoffel, Ashley",OT 630 | Occupational Therapy Process: Application 1
"Stoffel, Ashley",OT 631 | Occupational Performance and Participation: Outcomes and Interventions 2
"Stoffel, Ashley",OT 668 | Capstone Project 1
"Stoffel, Ashley",OT 678 | Capstone Project 2
"Stoffel, Ashley",OT 695 | Scholarship of Practice Proseminar
"Stogis, Sheryl",NUEL 596 | Independent Study: Graduate
"Stolley, Lisa",ENGL 160 | Academic Writing I: Writing in Academic and Public Contexts
"Stolley, Lisa",ENGL 161 | Academic Writing II: Writing for Inquiry and Research
"Stolley, Lisa",ENGL 379 | Independent Study in English
"Stolley, Lisa",ENGL 492 | Advanced Writing of Nonfiction Prose
"Stolley, Lisa",ENGL 497 | Senior Thesis
"Stone, Dave",BIOS 399 | Independent Research
"Stone, Dave",BIOS 592 | Research Seminar
"Stone, Dave",BIOS 597 | Project Research
"Stone, Dave",BIOS 598 | Master&#39;s Thesis Research
"Stone, Dave",BIOS 599 | Doctoral Thesis Research
"Stone, Jade",ED 194 | Special Topics in Education
"Stout, Ian",ANTH 105 | Human Evolution
"Stovall, David",BLST 398 | Independent Study: Special Topics
"Stovall, David",BLST 596 | Independent Study
"Stovall, David",CLJ 121 | Violence in Society
"Stovall, David",CLJ 395 | Internship
"Stovall, David",CLJ 399 | Independent Study
"Stovall, David","CLJ 592 | Internship in Criminology, Law, and Justice"
"Stovall, David",CLJ 596 | Independent Study or Research
"Stovall, David",CLJ 599 | Dissertation Research
"Stovall, David",EDPS 599 | Dissertation and Thesis Research in Educational Policy Studies
"Stranges, Paul","PHAR 508 | Pathophysiology, Drug Action, and Therapeutics (PDAT) 8: Special Topics"
"Stranges, Paul",PMPR 380 | Undergraduate Research in Pharmacy Practice
"Stranges, Paul",PMPR 390 | Special Projects in Pharmacy Practice
"Stratman, Deborah",ART 272 | Art of the Real
"Stratman, Deborah",ART 480 | Art of the Real(Grad)
"Stratman, Deborah",ART 480 | Independent Study
"Stratman, Deborah",ART 499 | Art Internship
"Stratman, Deborah",ART 500 | Art Teaching Internship
"Stratman, Deborah",ART 530 | Advanced Graduate Critique
"Stratman, Deborah",ART 580 | Advance Art
"Straughan, Kirsten","HN 201 | Essentials of Nutrition, Physical Activity and Health Assessment"
"Straughan, Kirsten",HN 296 | Nutrition and Physical Activity
"Straughan, Kirsten",HN 330 | Quantity Food Production
"Straughan, Kirsten",HN 396 | Independent Undergraduate Study in Human Nutrition
"Straughan, Kirsten",HN 425 | Sports Nutrition
"Straughan, Kirsten",HN 596 | Independent Study in Human Nutrition
"Strickland, Joseph",SOCW 544 | Community Violence
"Strickland, Kevin",DES 110 | Design Colloquium
"Strickland, Kevin",DES 499 | Design Internship
"Strickland, Kevin",DES 502 | Research Seminar II
"Strickland, Kevin",DES 511 | Advanced Graphic Design II
"Strickland, Kevin",DES 512 | Documentation Studio
"Strickland, Kevin",DES 541 | Master&#39;s Research Project + Exhibition
"Strickland, Kevin",DES 542 | Master&#39;s Research Project Advising
"Strickland, Kevin",DES 597 | Master&#39;s Project
"Strickland, Kevin",ISA 399 | Research Experience in the Arts
"Strieter, Lindsey",PT 496 | Health and Wellness Academy
"Strieter, Lindsey",PT 496 | IndepStudy-Health and Wellness
"Strieter, Lindsey",PT 496 | Independent Study
"Strieter, Lindsey",PT 550 | Teaching Approaches and Strategies
"Strieter, Lindsey",PT 694 | Special Topics in Physical Therapy
"Stringham, Richard",CLER 606 | Chicago Family Medicine Clerkship
"Strom, Daniel",LALS 110 | Introduction to Latin American Cultures
"Strom, Daniel",LALS 283 | Latinos and Politics
"Strom, Daniel",POLS 209 | Latinos and Politics
"Stroscio, Michael",BME 398 | Undergraduate Research
"Stroscio, Michael",BME 596 | Independent Study
"Stroscio, Michael",ECE 598 | M.S. Thesis Research
"Stroscio, Michael",ECE 599 | Ph.D. Thesis Research
"Stryker, Michael",MUS 110 | Convocation/Recital
"Stryker, Michael",MUS 111 | Master Class in Performance
"Stryker, Michael",MUS 114 | Jazz History
"Stryker, Michael",MUS 120 | Jazz Improvisation I
"Stryker, Michael",MUS 160 | Small Jazz Ensemble
"Stryker, Michael",MUS 162 | Teaching and Learning Jazz
"Stryker, Michael",MUS 180 | Private Instrumental Lessons
"Stryker, Michael",MUS 181 | Private Instrumental Lessons-30 Minutes
"Stryker, Michael",MUS 221 | Jazz Improvisation II
"Stryker, Michael",MUS 280 | Advanced Private Instrumental Lessons
"Stuck, Emma",MATH 110 | College Algebra
"Sturt, Brad",IDS 435 | Optimization for Analytics
"Sturt, Brad",IDS 494 | Entrepreneurship with AI
"Sturt, Brad",IDS 594 | Entrepreneurship with AI
"Sturt, Brad",IDS 599 | Ph.D. Thesis Research
"Su, Karen",ENGL 123 | Introduction to Asian American Literature
"Su, Karen",GLAS 120 | Introduction to Asian American Studies
"Su, Karen",GLAS 123 | Introduction to Asian American Literature
"Su, Karen",GLAS 495 | Independent Study
"Su, Karen",SOC 120 | Introduction to Asian American Studies
"Suarez, Juan",ARCH 106 | Architectural Studio 2
"Suarez, Juan",ARCH 551 | Architectural Design I
"Suarez-Balcazar, Yolanda","DHD 528 | Race, Culture, and Health Disparities"
"Suarez-Balcazar, Yolanda",DHD 596 | Independent Study
"Suarez-Balcazar, Yolanda",DHD 597 | Project Research
"Suarez-Balcazar, Yolanda",DHD 598 | Master&#39;s Thesis Research
"Suarez-Balcazar, Yolanda",DHD 599 | Ph.D. Thesis Research
"Suarez-Balcazar, Yolanda","OT 528 | Race, Culture, and Health Disparities"
"Suarez-Balcazar, Yolanda",OT 530 | Advanced Field Experience: Clinical Specialization in Occupational Therapy
"Suarez-Balcazar, Yolanda",OT 531 | Advanced Field Experience in Occupational Therapy Leadership
"Suarez-Balcazar, Yolanda",OT 532 | Advanced Field Experience: Occupational Therapy Education
"Suarez-Balcazar, Yolanda",OT 533 | Advanced Field Experience: Occupational Therapy Scholarship
"Suarez-Balcazar, Yolanda",OT 592 | Doctoral Project Research
"Suarez-Balcazar, Yolanda",OT 594 | Special Topics in Occupational Therapy
"Suarez-Balcazar, Yolanda",OT 596 | Independent Study
"Suarez-Balcazar, Yolanda",OT 637 | Research Foundations for Evidence-Based Practice 4:Assessing Community Needs and Evaluating Programs
"Suarez-Balcazar, Yolanda",OT 668 | Capstone Project 1
"Suarez-Balcazar, Yolanda",OT 678 | Capstone Project 2
"Suarez-Balcazar, Yolanda",OT 695 | Scholarship of Practice Proseminar
"Subacius, Giedrius",CEES 406 | History of European Standard Languages
"Subacius, Giedrius",LCSL 406 | History of European Standard Languages
"Subacius, Giedrius",LING 406 | History of European Standard Languages
"Subacius, Giedrius",LITH 115 | Lithuanian Culture
"Subacius, Giedrius",LITH 399 | Independent Study
"Subacius, Giedrius",LITH 499 | Independent Study
"Subacius, Giedrius",LITH 596 | Independent Study
"Subhedar, Maitrayi",ED 151 | College Connection I
"Subhedar, Maitrayi",ED 152 | College Connection II
"Subramanian, Arunkumar",IE 380 | Manufacturing Process Principles
"Subramanian, Arunkumar",ME 210 | Engineering Dynamics
"Subramanian, Arunkumar",ME 293 | Instructor Approval Required
"Subramanian, Arunkumar",ME 293 | Special Problems
"Subramanian, Arunkumar",ME 370 | Mechanical Engineering Design
"Subramanian, Arunkumar",ME 380 | Manufacturing Process Principles
"Subramanian, Arunkumar",ME 392 | Undergraduate Research
"Subramanian, Arunkumar",ME 591 | Mechanical Engineering Internship
"Subramanian, Arunkumar",ME 596 | Independent Study
"Subramanian, Arunkumar",ME 598 | M.S. Thesis Research
"Subramanian, Arunkumar",ME 599 | Ph.D. Thesis Research
"Sufian, Sandy",DHD 579 | Writing in Disability Studies I
"Sufian, Sandy",DHD 589 | Current Research in Disability Studies
"Sufian, Sandy",DHD 593 | Independent Research
"Sufian, Sandy",DHD 596 | Independent Study
"Sufian, Sandy",DHD 597 | Project Research
"Sufian, Sandy",DHD 598 | Master&#39;s Thesis Research
"Sufian, Sandy",DHD 599 | Ph.D. Thesis Research
"Sufian, Sandy",MHPE 494 | Health Humanities
"Sufian, Sandy",MHUM 496 | Independent Study
"Suggs, Gia",PUBH 105 | Foundations for Public Health
"Suggs, Gia",PUBH 340 | Health Literacy
"Suh, Ken",LAW 594 | Special Topics: AI Law &amp; Polic
"Suh, Youngjoon",ME 293 | Special Problems
"Suh, Youngjoon",ME 341 | Experimental Methods in Mechanical Engineering
"Suh, Youngjoon",ME 392 | Undergraduate Research
"Suh, Youngjoon",ME 596 | Independent Study
"Suh, Youngjoon",ME 598 | M.S. Thesis Research
"Suh, Youngjoon",ME 599 | Ph.D. Thesis Research
"Suk, Andrew",MATH 599 | Thesis Research
"Suk, Andrew",MCS 596 | Independent Study
"Sukotjo, Tino",OSCI 596 | Independent Study
"Sukotjo, Tino",OSCI 598 | Master&#39;s Thesis Research
"Suleiman, Maleka",NURS 463 | Psychiatric-Mental Health Nursing
"Sullivan, Angela",LAW 422 | Lawyering Skills III: Appellate Advocacy
"Sullivan, Myrtis",IPHS 598 | Research in Public Health Sciences - M.S.
"Sullivan, Pat",LAW 412 | Lawyering Skills II: Advocacy
"Sullivan, Pat",LAW 422 | Lawyering Skills III: Appellate Advocacy
"Sullivan, Pat",LAW 537 | Products Liability
"Sullivan, Timothy",DADM 396 | Independent Study in Dentistry
"Sullivan, Timothy",GEMS 505 | Research Methods II
"Sullivan, Timothy",GEMS 506 | GEMS Research Rotation
"Sullivan, Timothy",GEMS 515 | Receptor Pharmacology and Cell Signaling
"Sullivan, Timothy",GEMS 521 | Foundations of Biomedical Sciences I
"Sullivan, Timothy",GEMS 522 | Foundations of Biomedical Sciences II
"Sullivan, Timothy",GEMS 551 | Foundations of Cancer Biology
"Sullivan, Timothy",GEMS 599 | Mentored Research
"Sullivan, Timothy",PATH 599 | Ph.D. Thesis Research
"Summers, Jen",HON 201 | Honors Seminar
"Summers, Jen",OT 530 | Advanced Field Experience: Clinical Specialization in Occupational Therapy
"Summers, Jen",OT 531 | Advanced Field Experience in Occupational Therapy Leadership
"Summers, Jen",OT 532 | Advanced Field Experience: Occupational Therapy Education
"Summers, Jen",OT 533 | Advanced Field Experience: Occupational Therapy Scholarship
"Summers, Jen",OT 592 | Doctoral Project Research
"Summers, Jen",OT 594 | Special Topics in Occupational Therapy
"Summers, Jen",OT 596 | Independent Study
"Summers, Jen",OT 602 | Client-Centered Practice Using Occupation-Focused Models
"Summers, Jen",OT 630 | Occupational Therapy Process: Application 1
"Summers, Jen",OT 640 | Occupational Therapy Process: Application 2
"Summers, Jen",OT 654 | Management &amp; Prog Development
"Summers, Jen",OT 668 | Capstone Project 1
"Summers, Jen",OT 678 | Capstone Project 2
"Summers, Jen",OT 679 | Capstone Experience
"Summers, Jen",OT 690 | Capstone Seminar
"Summers, Jen",OT 695 | Scholarship of Practice Proseminar
"Sun, Changchang",CS 151 | Mathematical Foundations of Computing
"Sun, Changchang",CS 412 | Introduction to Machine Learning
"Sun, Jiehuan",BSTT 528 | Machine Learning Instructor
"Sun, Jiehuan",BSTT 595 | Biostatistics Research Seminar
"Sun, Jiehuan",IPHS 596 | Independent Study in Public Health
"Sun, Jiehuan",IPHS 599 | Research in Public Health Sciences - Ph.D.
"Sun, Jingjing",KN 136 | Techniques and Principles of Exercise
"Sun, Jun",BME 596 | Independent Study
"Sun, Jun",BME 599 | Ph.D. Thesis Research
"Sun, Jun",MIM 599 | Research in Molecular Biology and Immunology
"Sun, Jun",PATH 511 | Pathobiology of Cancer
"Sun, Xiaorui",CS 501 | Computer Algorithms II
"Sun, Xiaorui",CS 594 | Representation in Alg. Design
"Sun, Xiaorui",CS 599 | Ph.D. Thesis Research
"Sun, Xiaorui",MCS 501 | Computer Algorithms II
"Sunstedt, Katie",CLER 618 | Peoria Pediatrics Clerkship
"Suor, Jennifer",PSCH 396 | Directed Research
"Suor, Jennifer",PSCH 591 | Research Apprenticeship
"Suor, Jennifer",PSCH 596 | Independent Study
"Suor, Jennifer",PSCH 598 | Thesis Research
"Suor, Jennifer",PSCH 599 | Dissertation Research
"Superfine, Alison",LRSC 540 | Learning Sciences Journal Club
"Superfine, Alison",LRSC 590 | Research Apprenticeship
"Superfine, Alison",LRSC 599 | Thesis Research
"Superfine, Alison",MATH 140 | Arithmetic and Algebraic Structures
"Superfine, Alison",MATH 141 | Algebraic and Geometric Structures
"Superfine, Alison",MATH 596 | Independent Study
"Superfine, Alison",MATH 599 | Thesis Research
"Superfine, Alison",MTHT 596 | Independent Study
"Superfine, Benjamin",ED 396 | Independent Study
"Superfine, Benjamin",ED 596 | Independent Study
"Superfine, Benjamin",EDPS 470 | Collective Bargaining Practice and Policy in K-12 and Higher Education
"Superfine, Benjamin",EDPS 591 | Professional Capstone Inquiry
"Superfine, Benjamin",EDPS 592 | Professional Career Training in Education Policy Studies
"Superfine, Benjamin",EDPS 593 | Doctoral Research Project
"Superfine, Benjamin",EDPS 596 | Independent Study in Educational Policy Studies
"Superfine, Benjamin",EDPS 599 | Dissertation and Thesis Research in Educational Policy Studies
"Sur, Debotrinya",ECE 225 | Circuit Analysis
"Sur, Debotrinya",ECE 347 | Integrated Circuit Engineering
"Susan, SONA",CHEM 101 | Preparatory Chemistry
"Susan, SONA",CHEM 124 | Chemical Dynamics
"Susan, SONA",CHEM 125 | Foundations of Chemical Inquiry II
"Susan, SONA",CHEM 222 | Analytical Chemistry
"Sutherland, Daniel",PHIL 115 | Death
"Sutherland, Daniel",PHIL 202 | Philosophy of Psychology
"Sutherland, Daniel",PHIL 390 | Senior Thesis in Philosophy
"Sutherland, Daniel",PHIL 399 | Independent Study
"Sutherland, Daniel",PHIL 505 | Seminar in Modern Philosophy
"Sutherland, Daniel",PHIL 593 | Independent Research
"Sutherland, Daniel",PHIL 596 | Independent Study
"Sutherland, Daniel",PHIL 599 | Thesis Research
"Sutter, Jill","NURS 412 | Integrated Health Care: Women, Children and Family"
"Sutter, Jill",NURS 443 | Nursing Care of Women and Childbearing Families
"Sutton, Stacey",UPP 405 | Researching the City
"Sutton, Stacey",UPP 506 | Plan-Making Studio
"Sutton, Stacey",UPP 593 | Independent Research in Urban Planning and Policy
"Sutton, Stacey",UPP 594 | Solidarity Economy
"Sutton, Stacey",UPP 594 | Solidarity Economy Workshop
"Sutton, Stacey",UPP 596 | Independent Study in Urban Planning and Policy
"Sutton, Stacey",UPP 597 | Master&#39;s Project Research
"Sutton, Stacey",UPP 598 | Master&#39;s Thesis Research
"Sutton, Stacey",UPP 599 | Ph.D. Thesis Research
"Sutton, Stacey",US 498 | Independent Study in Urban Studies
"Swain, Kalima",LAW 530 | 3rd yr only Leg Fund Re &amp; Test
"Swan, Rachelle",TADR 400 | Trial Advocacy
"Swanson, Abby",PSCH 100 | Introduction to Psychology
"Swanson, Abby",PSCH 313 | Laboratory in Social Psychology
"Swanson, Olivia",BIOS 483 | Neuroanatomy
"Swanson, Olivia",NEUS 483 | Neuroanatomy
"Swanson, Olivia",PSCH 483 | Neuroanatomy
"Swartz, James",SOCW 567 | Research Project
"Swartz, James",SOCW 597 | Applied Linear and Generalized Linear Regression Models
"Sweiss, Karen",PATH 511 | Pathobiology of Cancer
"Sweiss, Karen","PHAR 509 | Pathophysiology, Drug Action, and Therapeutics (PDAT) 9: Hematology and Oncology"
"Sweiss, Karen",PMPR 380 | Undergraduate Research in Pharmacy Practice
"Sweiss, Karen",PSCI 425 | College of Pharmacy Colloquium Lecture Series
"Swerdlick, Chloe",SPAN 102 | Elementary Spanish II
"Swiatek, Jakub",PMPR 390 | Special Projects in Pharmacy Practice
"Swift, Ian",CS 440 | Software Engineering I
"Swift, Ian",CS 474 | Object-Oriented Languages and Environments
"Swirsky, Eric","AHS 375 | Ethics, Law and Professionalism in Health Sciences"
"Swirsky, Eric",BHIS 399 | Undergraduate Research Experience in Health Informatics
"Swirsky, Eric",BHIS 505 | Ethics and Legal Issues in Health Informatics
"Swirsky, Eric",BHIS 596 | Independent Study
"Swirsky, Eric",BHIS 597 | Project Research in Biomedical and Health Information Sciences
"Swirsky, Eric",BHIS 598 | Thesis Research in Biomedical and Health Information Sciences
"Swirsky, Eric",BVIS 597 | Project Research
"Swirsky, Eric",BVIS 598 | Research in Biomedical Visualization
"Swirsky, Eric",GAMD 200 | Art &amp; Science of Medicine
"Swirsky, Eric",GAMD 200 | Discovery and Innovation
"Swirsky, Eric",GAMD 200 | Medicine Health Policy&amp;Society
"Swirsky, Eric",GAMD 200 | Scope of Medicine
"Swirsky, Eric",GAMD 200 | The Evolution of Medicine
"Switzer, Julia",CELE 609 | Women&#39;s Health
"Swope, Monica",HIST 320 | Teaching History and the Related Disciplines
"Syed, Asif",BHIS 567 | Healthcare Data Visualization
"Syed, Sohail",PELE 608 | Neurosurgery
"Syngal, Prachi",CLER 618 | Peoria Pediatrics Clerkship
"Szerszen, Jenna",PSCH 397 | Readings in Psychology
"Szerszen, Jenna",PSCH 583 | Practicum in Clinical Intervention
"Szerszen, Jenna","PSCH 584 | Practicum for Clinical Trainees on Assessment, Intervention and Research"
"Szwajnos, Elizabeth",NUPR 410 | Integrated Practicum II
"Szwalek, Jamie",ME 250 | Introduction to Engineering Design and Graphics
"Szwalek, Jamie",ME 320 | Mechanisms and Dynamics of Machinery
"Szwalek, Jamie",ME 591 | Mechanical Engineering Internship
"Taboada, Inma",FR 448 | Foundations of Second Language Teaching
"Taboada, Inma",FR 449 | Teaching Second Language Literacy and Cultural Awareness
"Taboada, Inma",FR 470 | Educational Practice with Seminar I
"Taboada, Inma",FR 471 | Educational Practice with Seminar II
"Taboada, Inma",GER 448 | Foundations of Second Language Teaching
"Taboada, Inma",GER 449 | Teaching Second Language Literacy and Cultural Awareness
"Taboada, Inma",GER 494 | Educational Practice with Seminar I
"Taboada, Inma",GER 495 | Educational Practice with Seminar II
"Taboada, Inma",SPAN 380 | Professional Development
"Taboada, Inma",SPAN 399 | Independent Study
"Taboada, Inma",SPAN 448 | Foundations of Second Language Teaching
"Taboada, Inma",SPAN 449 | Teaching Second Language Literacy and Cultural Awareness
"Taboada, Inma",SPAN 451 | Educational Practice with Seminar I
"Taboada, Inma",SPAN 452 | Educational Practice with Seminar II
"Taboada, Inma",SPAN 500 | Intensive Introduction to Hispanic Linguistics
"Taboada, Inma",SPAN 507 | Seminar in Second Language Acq
"Taboada, Inma",SPAN 596 | Independent Study
"Tabrizi, Kasra",SOC 100 | Introduction to Sociology
"Tabrizi, Kasra",SOC 105 | Social Problems
"Tafti, Ali",IDS 494 | Safety &amp; Ethics in AI
"Tafti, Ali",IDS 565 | Safety and Ethics in AI
"Tafti, Ali",IDS 599 | Ph.D. Thesis Research
"Taherkhani, Sara",CLER 620 | Peoria Medicine Clerkship
"Tahmasebi, Soroush",PCOL 599 | PHD Thesis Research
"Tahmasebi, Soroush",PCOL 599 | Ph.D. Thesis Research
"Tai, Leon",ANAT 399 | Undergraduate Laboratory Research
"Tai, Leon",ANAT 525 | Molecular and Cellular Mechanisms of Neurodegenerative Diseases
"Tai, Leon",ANAT 599 | Research in Anatomy
"Tai, Leon",NEUS 525 | Molecular and Cellular Mechanisms of Neurodegenerative Diseases
"Tai, Leon",NEUS 596 | Independent Study
"Tai, Leon",NEUS 599 | Doctoral Research in Neuroscience
"Takloo-Bighash, Ramin",MATH 215 | Introduction to Advanced Mathematics
"Takloo-Bighash, Ramin",MATH 310 | Applied Linear Algebra
"Takloo-Bighash, Ramin",MATH 435 | Foundations of Number Theory
"Takloo-Bighash, Ramin",MATH 496 | Independent Study
"Takloo-Bighash, Ramin",MATH 525 | Advanced Topics in Number Theory
"Takloo-Bighash, Ramin",MATH 596 | Independent Study
"Takloo-Bighash, Ramin",MATH 598 | Master&#39;s Thesis
"Takloo-Bighash, Ramin",MATH 599 | Thesis Research
"Takloo-Bighash, Ramin",MCS 496 | Independent Study
"Takloo-Bighash, Ramin",MCS 596 | Independent Study
"Takloo-Bighash, Ramin",STAT 496 | Independent Study
"Takloo-Bighash, Ramin",STAT 596 | Independent Study
"Takoudis, Christos",BME 325 | Biotransport
"Takoudis, Christos",BME 394 | Biomedical Engineering Seminar
"Takoudis, Christos",BME 398 | Undergraduate Research
"Takoudis, Christos",BME 590 | Internship in Biomedical Engineering
"Takoudis, Christos",BME 595 | Seminar on Biomedical Engineering
"Takoudis, Christos",BME 596 | Independent Study
"Takoudis, Christos",BME 598 | Masters Thesis Research
"Takoudis, Christos",BME 599 | Ph.D. Thesis Research
"Takoudis, Christos",CHE 312 | Transport Phenomena II
"Takoudis, Christos",CHE 392 | Undergraduate Research
"Takoudis, Christos",CHE 592 | Specialized Problems
"Takoudis, Christos",CHE 594 | Advanced Topics in Chemical Engineering
"Takoudis, Christos",CHE 597 | Project Research
"Takoudis, Christos",CHE 598 | M.S. Thesis Preparation
"Takoudis, Christos",CHE 599 | Ph.D. Thesis Preparation
"Takoudis, Christos",CHEM 599 | Ph.D. Thesis Research
"Talbi, Kristina","ELSI 048 | Live, Learn, Grow: Bridge"
"Talbi, Kristina",ELSI 076 | Grammar for Clear Writing
"Talbi, Kristina",ELSI 077 | Developing Effective Writing
"Talbot, Brent",MUS 110 | Convocation/Recital
"Talbot, Brent",MUS 111 | Master Class in Performance
"Talbot, Brent",MUS 164 | Teaching Popular Music
"Talbot, Brent",MUS 299 | Independent Study
"Talbott, Elizabeth",SPED 599 | Thesis Research
"Talha, Muhammad",ECE 310 | Discrete and Continuous Signals and Systems
"Talukdar, Manjuri",IDS 270 | Business Statistics I
"Talukdar, Manjuri",IDS 270 | Business Stats I -
"Tamizifar, Ahoora",MATH 180 | Calculus I
"Tamizifar, Ahoora",MATH 181 | Calculus II
"Tan, Melanie",HPA 525 | Population Based Healthcare Services Planning
"Tan, Swee",DAOB 323 | Applied Oral and Behavioral Sciences V
"Tanabe, Margaret",CI 464 | Bilingualism and Literacy in a Second Language
"Tandukar, Jamuna",BIOS 110 | Biology of Cells and Organisms
"Tandukar, Jamuna",BIOS 310 | Genetics Laboratory
"Taneja, Deepak",PELE 606 | Critical Care
"Taneja, Deepak",PELE 606 | Critical Care Medicine
"Taneja, Deepak",PELE 606 | M3 Pulmonary Consult Service
"Taneja, Deepak",PELE 606 | Pulmonary Medicine
"Tang, Carl",MATH 109 | College Algebra Workshop
"Tang, Carl",MATH 110 | College Algebra
"Tang, Wei",CS 415 | Computer Vision I
"Tang, Wei",CS 515 | Advanced Computer Vision
"Tang, Wei",CS 598 | M.S. Thesis Research
"Tang, Wei",CS 599 | Ph.D. Thesis Research
"Tangarife Ortiz, Celica",SPAN 102 | Elementary Spanish II
"Tangarife Ortiz, Celica",SPAN 104 | Intermediate Spanish II
"Tannenbaum, Lauren",GEOG 161 | Introduction to Economic Geography
"Tao, Jiachen",CS 351 | Advanced Data Structure Practicum
"Tao, Lin",OSCI 583 | Research Laboratory Rotation
"Tao, Lin",OSCI 593 | Independent Research in Oral Sciences
"Tao, Lin",OSCI 598 | Master&#39;s Thesis Research
